station,timestamp,temperature,humidity,pressure,status,final_anomaly,final_fault_type,severity,confidence,sensor_health,temporal_score,spatial_score
BHOPAL,2020-01-02 15:00:00,22.2,25.9,953.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-02 16:00:00,22.2,25.7,953.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-02 17:00:00,21.4,24.9,952.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-02 18:00:00,20.1,32.3,953.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-02 19:00:00,18.9,35.8,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-02 20:00:00,16.7,38.1,955.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-02 21:00:00,15.0,46.2,955.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-02 22:00:00,12.9,57.3,956.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-02 23:00:00,11.2,61.7,955.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 00:00:00,9.5,63.0,954.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 01:00:00,8.3,68.4,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 02:00:00,7.4,69.7,953.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 03:00:00,7.3,72.3,952.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 04:00:00,7.7,75.2,952.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 05:00:00,8.0,68.4,953.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 06:00:00,9.7,68.7,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 07:00:00,10.9,59.2,954.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 08:00:00,13.4,52.2,954.4,NORMAL,False,Normal,NORMAL,0.0,100,1,0
BHOPAL,2020-01-03 09:00:00,15.2,48.1,954.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 10:00:00,17.4,39.8,955.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 11:00:00,19.1,35.3,954.9,NORMAL,False,Normal,NORMAL,0.2,100,0,0
BHOPAL,2020-01-03 12:00:00,21.2,33.1,955.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 13:00:00,22.4,28.8,953.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 14:00:00,23.4,24.6,954.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 15:00:00,23.6,27.3,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 16:00:00,23.6,25.2,953.0,NORMAL,False,Normal,NORMAL,0.2,100,0,0
BHOPAL,2020-01-03 17:00:00,22.7,31.3,954.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 18:00:00,21.1,29.6,954.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 19:00:00,20.2,33.3,954.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 20:00:00,18.3,41.3,954.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 21:00:00,16.2,49.7,955.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 22:00:00,14.4,53.2,955.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-03 23:00:00,12.0,61.9,954.2,NORMAL,False,Normal,NORMAL,0.0,100,1,0
BHOPAL,2020-01-04 00:00:00,10.8,66.1,955.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 01:00:00,9.5,69.3,954.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 02:00:00,9.0,72.5,954.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 03:00:00,8.6,73.1,953.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 04:00:00,9.1,69.4,953.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 05:00:00,9.9,70.0,953.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 06:00:00,11.5,68.3,954.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 07:00:00,12.8,59.2,954.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 08:00:00,15.2,50.1,954.6,NORMAL,False,Normal,NORMAL,0.0,100,1,0
BHOPAL,2020-01-04 09:00:00,17.2,43.1,954.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 10:00:00,19.2,41.6,954.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 11:00:00,20.9,35.2,955.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 12:00:00,22.2,31.7,955.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 13:00:00,23.7,24.6,954.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 14:00:00,24.1,22.6,955.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 15:00:00,24.1,21.8,953.6,NORMAL,False,Normal,NORMAL,0.2,100,0,0
BHOPAL,2020-01-04 16:00:00,24.2,23.1,953.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 17:00:00,23.5,26.5,953.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 18:00:00,22.3,28.0,953.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 19:00:00,20.6,35.3,954.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 20:00:00,19.2,40.6,955.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 21:00:00,17.2,45.3,956.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 22:00:00,15.8,51.4,955.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-04 23:00:00,14.1,57.6,955.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 00:00:00,13.0,62.4,954.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 01:00:00,11.9,65.1,954.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 02:00:00,11.0,73.8,952.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 03:00:00,11.0,68.5,953.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 04:00:00,11.2,69.7,953.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 05:00:00,12.1,67.7,953.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 06:00:00,12.9,65.4,954.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 07:00:00,14.4,60.0,953.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 08:00:00,15.6,54.0,953.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 09:00:00,17.4,48.8,955.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 10:00:00,19.9,41.2,954.9,NORMAL,False,Normal,NORMAL,0.0,100,1,0
BHOPAL,2020-01-05 11:00:00,21.5,34.4,954.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 12:00:00,22.7,34.3,953.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 13:00:00,23.6,30.8,954.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 14:00:00,24.4,28.4,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 15:00:00,24.8,24.7,954.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 16:00:00,24.5,27.5,953.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 17:00:00,24.0,27.5,952.3,NORMAL,False,Normal,NORMAL,1.0,100,0,0
BHOPAL,2020-01-05 18:00:00,22.9,31.9,953.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 19:00:00,21.6,37.9,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 20:00:00,19.8,43.0,954.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 21:00:00,18.3,48.9,954.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 22:00:00,16.4,60.2,953.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-05 23:00:00,15.1,62.9,955.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 00:00:00,13.5,70.4,953.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 01:00:00,12.7,73.6,954.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 02:00:00,12.1,77.9,953.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 03:00:00,12.0,77.9,953.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 04:00:00,12.5,73.7,951.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 05:00:00,12.8,71.8,951.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 06:00:00,14.3,69.9,953.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 07:00:00,16.0,65.5,953.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 08:00:00,18.3,60.9,953.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 09:00:00,19.7,51.8,954.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 10:00:00,22.0,46.2,955.2,NORMAL,False,Normal,NORMAL,0.2,100,0,0
BHOPAL,2020-01-06 11:00:00,23.9,40.8,954.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 12:00:00,25.3,34.2,953.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 13:00:00,26.8,29.7,954.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 14:00:00,28.0,26.2,952.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 15:00:00,28.5,25.4,952.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 16:00:00,28.3,32.2,952.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 17:00:00,27.8,32.8,952.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 18:00:00,26.8,34.7,952.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 19:00:00,25.0,36.4,953.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 20:00:00,23.6,40.0,955.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 21:00:00,21.6,52.7,955.1,NORMAL,False,Normal,NORMAL,0.0,100,1,0
BHOPAL,2020-01-06 22:00:00,19.5,54.3,953.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-06 23:00:00,18.1,64.7,955.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 00:00:00,16.6,66.4,954.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 01:00:00,15.4,72.3,953.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 02:00:00,14.8,66.8,952.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 03:00:00,14.2,72.9,952.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 04:00:00,14.8,74.9,952.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 05:00:00,15.5,68.5,952.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 06:00:00,16.9,65.0,953.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 07:00:00,18.3,61.1,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 08:00:00,20.0,53.3,953.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 09:00:00,22.0,48.2,954.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 10:00:00,23.8,46.8,956.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 11:00:00,25.6,35.6,955.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 12:00:00,26.6,31.6,953.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 13:00:00,28.3,30.0,954.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 14:00:00,28.6,26.9,952.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 15:00:00,29.1,25.0,952.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 16:00:00,28.5,27.6,952.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 17:00:00,27.2,29.1,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 18:00:00,26.1,33.4,954.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 19:00:00,24.5,37.1,954.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 20:00:00,22.5,42.4,954.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 21:00:00,20.5,48.3,953.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 22:00:00,18.4,56.5,955.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-07 23:00:00,16.5,64.2,954.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 00:00:00,14.6,65.1,954.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 01:00:00,13.3,68.2,952.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 02:00:00,12.2,69.8,952.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 03:00:00,11.6,74.3,952.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 04:00:00,11.8,74.7,952.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 05:00:00,11.9,69.0,952.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 06:00:00,13.2,65.4,953.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 07:00:00,14.5,58.5,954.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 08:00:00,15.8,53.7,954.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 09:00:00,17.8,46.3,954.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 10:00:00,19.2,42.1,954.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 11:00:00,20.8,35.4,954.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 12:00:00,22.0,30.4,955.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 13:00:00,22.7,26.7,953.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 14:00:00,23.3,25.7,953.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 15:00:00,23.4,23.7,953.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 16:00:00,23.2,25.4,953.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 17:00:00,21.9,28.5,952.9,NORMAL,False,Normal,NORMAL,0.3,100,0,0
BHOPAL,2020-01-08 18:00:00,20.2,29.2,952.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 19:00:00,18.6,30.8,953.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 20:00:00,16.6,38.0,954.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 21:00:00,14.3,41.9,955.7,NORMAL,False,Normal,NORMAL,0.2,100,0,0
BHOPAL,2020-01-08 22:00:00,12.5,47.8,954.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-08 23:00:00,10.6,56.9,954.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 00:00:00,8.5,59.4,954.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 01:00:00,7.2,66.0,953.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 02:00:00,6.5,64.0,954.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 03:00:00,6.1,67.3,952.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 04:00:00,6.3,66.4,952.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 05:00:00,6.6,60.3,952.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 06:00:00,8.1,60.2,954.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 07:00:00,9.5,52.5,952.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 08:00:00,11.0,43.4,953.8,NORMAL,False,Normal,NORMAL,0.2,100,0,0
BHOPAL,2020-01-09 09:00:00,12.7,39.4,955.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 10:00:00,14.8,33.3,955.3,NORMAL,False,Normal,NORMAL,0.2,100,0,0
BHOPAL,2020-01-09 11:00:00,16.5,28.8,955.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 12:00:00,17.9,19.8,955.1,NORMAL,False,Normal,NORMAL,0.2,100,0,0
BHOPAL,2020-01-09 13:00:00,19.3,19.3,954.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 14:00:00,19.7,17.5,953.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 15:00:00,20.0,16.3,953.0,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 16:00:00,19.9,17.2,953.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 17:00:00,19.0,19.0,953.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 18:00:00,18.1,22.2,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 19:00:00,16.4,29.0,955.1,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 20:00:00,14.9,33.7,955.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 21:00:00,13.3,39.0,955.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-09 22:00:00,11.5,46.8,954.7,NORMAL,False,Normal,NORMAL,0.2,100,0,0
BHOPAL,2020-01-09 23:00:00,9.5,55.6,956.2,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 00:00:00,8.1,60.6,954.9,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 01:00:00,7.1,63.7,954.5,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 02:00:00,6.7,61.9,954.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 03:00:00,6.8,63.9,953.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 04:00:00,6.8,66.6,952.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 05:00:00,7.7,63.3,953.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 06:00:00,9.2,63.7,954.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 07:00:00,10.7,51.6,954.6,NORMAL,False,Normal,NORMAL,0.0,100,1,0
BHOPAL,2020-01-10 08:00:00,12.4,55.2,954.7,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 09:00:00,14.4,50.1,955.8,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 10:00:00,16.9,42.7,957.9,NORMAL,False,Normal,NORMAL,0.2,100,1,0
BHOPAL,2020-01-10 11:00:00,18.3,39.4,955.5,NORMAL,False,Normal,NORMAL,0.0,100,1,0
BHOPAL,2020-01-10 12:00:00,20.3,35.0,955.3,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 13:00:00,21.6,31.5,955.4,NORMAL,False,Normal,NORMAL,0.0,100,0,0
BHOPAL,2020-01-10 14:00:00,22.6,29.7,953.6,NORMAL,False,Normal,NORMAL,0.0,100,0,0
